date,biz_date,day,AAP,ABMD,ADP,AEE,AEP,AES,AIG,ALGN,ALLE,AMCR,AON,AOS,ARE,ATO,AVGO,AVY,AZO,BA,BBWI,BKR,BR,BRK-B,BRO,CARR,CCI,CCL,CDAY,CDNS,CDW,CE,CERN,CFG,CHD,CHRW,CINF,CLX,CMG,CMS,CNC,CNP,COO,COST,CPRT,CRL,CTLT,CTRA,CTSH,CTXS,CZR,D,DD,DG,DHI,DISH,DPZ,DRI,DTE,DUK,DXCM,EFX,EL,ENPH,EOG,EPAM,EVRG,EXPD,EXPE,FANG,FB,FBHS,FDS,FFIV,FIS,FISV,FLT,FOX,FOXA,FRC,FRT,FTNT,GD,GNRC,GPC,GPN,GRMN,HBAN,HCA,HII,HON,IBM,IPGP,IQV,ISRG,IT,J,JBHT,JKHY,JNJ,KMB,L,LEN,LKQ,LMT,LNT,LUMN,LUV,LW,MAA,MAS,MCHP,MHK,MMM,MNST,MO,MPWR,MRNA,MRO,MTB,MTCH,NCLH,NFLX,NI,NOC,NOW,NRG,NTAP,NUE,NVR,NXPI,ODFL,OGN,ORLY,OTIS,PAYC,PAYX,PBCT,PENN,PKG,PM,PNW,POOL,PPL,PSA,PSX,PTC,PWR,PYPL,QRVO,RE,RMD,ROL,ROST,RTX,SBAC,SBNY,SEDG,SEE,SHW,SIVB,SNPS,SO,SPY,STE,SWKS,SYK,TDY,TECH,TER,TFC,TFX,TMUS,TSCO,TWTR,TXT,TYL,UAL,UDR,UHS,ULTA,USB,VIAC,VLO,VMC,VRSN,WDC,WEC,WFC,WRB,WTW,WYNN,XEL,XLNX,XRAY,ZBH,ZION,ZTS,SNPE
2021-03-03,2021-03-03,2,165.8300018310547,307.6000061035156,174.49000549316406,71.12999725341797,76.31999969482422,26.889999389648438,47.0099983215332,527.4299926757812,112.1500015258789,11.470000267028809,228.00999450683594,61.97999954223633,159.47999572753906,88.44999694824219,463.05999755859375,178.4199981689453,1179.739990234375,228.55999755859375,44.36539840698242,24.459999084472656,141.88999938964844,251.5500030517578,45.54999923706055,37.119998931884766,148.52000427246094,28.670000076293945,85.5199966430664,133.74000549316406,155.66000366210938,143.5800018310547,68.55000305175781,44.61000061035156,78.43000030517578,92.97000122070312,101.08999633789062,180.0,1408.219970703125,53.880001068115234,58.79999923706055,19.450000762939453,381.1099853515625,323.9200134277344,107.01000213623047,278.2699890136719,108.37000274658203,18.68000030517578,73.16000366210938,132.22999572753906,95.55999755859375,69.58000183105469,74.58000183105469,182.88999938964844,76.04000091552734,33.63999938964844,332.7300109863281,138.02999877929688,100.25531768798828,87.2699966430664,368.70001220703125,167.0399932861328,289.5400085449219,161.1199951171875,66.98999786376953,378.7900085449219,53.709999084472656,93.33999633789062,163.42999267578125,74.44000244140625,255.41000366210938,83.41999816894531,308.8699951171875,188.3699951171875,138.92999267578125,115.80000305175781,282.29998779296875,37.09000015258789,39.33000183105469,165.02999877929688,105.44000244140625,169.8800048828125,167.9499969482422,318.260009765625,110.27999877929688,200.7899932861328,123.81999969482422,15.930000305175781,175.5800018310547,182.22999572753906,207.00999450683594,116.97896575927734,213.92999267578125,190.58999633789062,242.38333129882812,182.6300048828125,115.06999969482422,152.58999633789062,152.2899932861328,156.22000122070312,130.52999877929688,49.59000015258789,80.77999877929688,40.2599983215332,340.9100036621094,46.90999984741211,13.789999961853027,57.81999969482422,83.12999725341797,134.60000610351562,53.220001220703125,74.18499755859375,182.6300048828125,178.05999755859375,84.5999984741211,45.04999923706055,354.80999755859375,131.22000122070312,11.630000114440918,155.8300018310547,147.33999633789062,33.130001068115234,520.7000122070312,21.56999969482422,299.1000061035156,516.0,38.709999084472656,63.79999923706055,62.29999923706055,4483.85009765625,175.99000549316406,222.75999450683594,,454.5,67.0,363.0799865722656,90.4800033569336,18.290000915527344,117.7300033569336,136.50999450683594,85.1500015258789,72.98999786376953,331.1000061035156,27.479999542236328,230.85000610351562,83.83999633789062,132.33999633789062,82.7300033569336,255.05999755859375,171.66000366210938,242.22999572753906,190.2100067138672,32.459999084472656,111.05000305175781,75.06999969482422,239.16000366210938,222.22999572753906,274.7300109863281,44.060001373291016,224.40333557128906,514.469970703125,236.92999267578125,57.59000015258789,381.4200134277344,171.64999389648438,175.2100067138672,242.8800048828125,370.6300048828125,361.239990234375,121.48999786376953,58.4900016784668,402.4200134277344,118.83999633789062,155.0800018310547,70.86000061035156,51.06999969482422,439.20001220703125,54.56999969482422,42.689998626708984,126.77999877929688,334.3900146484375,51.15999984741211,70.91000366210938,77.52999877929688,170.25999450683594,190.47999572753906,69.66999816894531,82.26000213623047,37.689998626708984,71.48999786376953,222.64999389648438,135.6199951171875,58.029998779296875,123.51000213623047,60.150001525878906,159.75,54.2400016784668,149.32000732421875,33.380001068115234
2021-03-04,2021-03-04,3,165.5399932861328,295.6300048828125,171.00999450683594,71.18000030517578,77.25,25.8799991607666,46.27000045776367,520.4500122070312,110.4000015258789,11.270000457763672,226.0399932861328,61.040000915527344,157.99000549316406,88.9000015258789,443.5899963378906,172.19000244140625,1168.43994140625,224.7100067138672,43.71867370605469,24.030000686645508,139.1699981689453,245.47999572753906,44.93000030517578,35.52000045776367,149.1300048828125,27.399999618530273,82.81999969482422,128.80999755859375,151.44000244140625,141.7899932861328,68.22000122070312,43.68000030517578,77.91999816894531,91.98999786376953,99.87000274658203,178.1699981689453,1351.1199951171875,53.90999984741211,59.290000915527344,19.8700008392334,371.55999755859375,319.0400085449219,104.11000061035156,268.1600036621094,103.08000183105469,18.649999618530273,72.4000015258789,131.08999633789062,90.81999969482422,68.0,72.66000366210938,178.13999938964844,74.80999755859375,32.779998779296875,330.5299987792969,136.63999938964844,102.1872329711914,86.45999908447266,356.2699890136719,163.8300018310547,285.19000244140625,149.8800048828125,71.43000030517578,359.5,54.81999969482422,93.30000305175781,158.41000366210938,81.26000213623047,257.6400146484375,82.41000366210938,305.0899963378906,186.02999877929688,136.92999267578125,115.55000305175781,278.2099914550781,36.709999084472656,39.09000015258789,166.3699951171875,103.68000030517578,163.92999267578125,165.77000427246094,305.7200012207031,107.58999633789062,194.5399932861328,119.86000061035156,15.779999732971191,176.33999633789062,179.3699951171875,202.94000244140625,114.82791900634766,206.67999267578125,186.5800018310547,236.38999938964844,177.77000427246094,112.87999725341797,149.2899932861328,147.3000030517578,153.07000732421875,128.67999267578125,48.959999084472656,80.41999816894531,40.04999923706055,338.25,47.20000076293945,13.420000076293945,56.08000183105469,82.76000213623047,132.6999969482422,52.84000015258789,70.04499816894531,175.69000244140625,177.6300048828125,84.68000030517578,44.2599983215332,327.9700012207031,132.3000030517578,12.359999656677246,152.99000549316406,143.66000366210938,32.900001525878906,511.2900085449219,21.5,297.510009765625,490.6300048828125,38.75,61.08000183105469,60.400001525878906,4441.2998046875,167.27999877929688,215.02000427246094,,450.260009765625,63.95000076293945,348.69000244140625,89.30999755859375,17.889999389648438,108.88999938964844,134.2100067138672,84.61000061035156,74.6500015258789,323.5899963378906,27.90999984741211,231.35000610351562,84.41000366210938,126.43000030517578,81.83000183105469,239.07000732421875,165.33999633789062,239.67999267578125,183.0500030517578,31.899999618530273,112.0199966430664,74.41999816894531,235.9199981689453,216.66000366210938,256.260009765625,42.77000045776367,219.85333251953125,502.489990234375,229.8000030517578,57.40999984741211,376.70001220703125,171.1999969482422,167.2100067138672,235.8000030517578,367.6600036621094,347.8999938964844,113.97000122070312,57.380001068115234,390.9700012207031,118.61000061035156,151.7100067138672,66.75,50.0,379.55999755859375,52.04999923706055,42.34000015258789,127.12000274658203,324.3999938964844,51.02000045776367,71.87999725341797,76.37000274658203,166.0,190.3000030517578,63.4900016784668,82.27999877929688,37.15999984741211,70.68000030517578,221.9499969482422,132.88999938964844,58.91999816894531,117.12000274658203,58.709999084472656,156.25,53.959999084472656,144.0,33.0099983215332
2021-03-05,2021-03-05,4,171.50999450683594,301.2200012207031,178.25999450683594,72.86000061035156,78.9000015258789,25.989999771118164,46.970001220703125,536.4600219726562,113.30999755859375,11.609999656677246,232.75999450683594,62.47999954223633,158.35000610351562,91.70999908447266,450.1400146484375,177.27000427246094,1220.25,223.22000122070312,45.01212692260742,24.350000381469727,142.47999572753906,253.14999389648438,46.040000915527344,36.939998626708984,150.14999389648438,26.09000015258789,84.27999877929688,126.69000244140625,154.47999572753906,147.86000061035156,70.38999938964844,44.29999923706055,79.95999908447266,94.02999877929688,104.26000213623047,184.33999633789062,1332.280029296875,55.369998931884766,60.52000045776367,20.65999984741211,388.1700134277344,317.32000732421875,106.38999938964844,273.82000732421875,104.55000305175781,18.969999313354492,73.70999908447266,135.47000122070312,93.30999755859375,69.86000061035156,74.02999877929688,178.7100067138672,79.01000213623047,33.810001373291016,330.239990234375,140.66000366210938,104.81702423095703,88.52999877929688,364.0899963378906,169.75,292.8900146484375,143.5500030517578,74.58000183105469,358.54998779296875,55.349998474121094,96.55000305175781,166.4499969482422,85.2699966430664,264.2799987792969,85.76000213623047,314.25,190.44000244140625,141.13999938964844,119.69000244140625,282.30999755859375,39.040000915527344,41.290000915527344,167.10000610351562,105.76000213623047,167.57000732421875,170.52000427246094,307.0299987792969,112.75,198.2899932861328,122.41999816894531,16.229999542236328,183.7100067138672,185.61000061035156,206.5800018310547,117.42829895019531,206.5,188.77999877929688,237.7899932861328,183.47000122070312,115.5199966430664,155.6300048828125,151.77999877929688,156.10000610351562,131.58999633789062,50.04999923706055,85.9800033569336,41.959999084472656,340.42999267578125,48.38999938964844,13.470000267028809,56.91999816894531,85.80000305175781,133.91000366210938,54.290000915527344,72.72000122070312,186.11000061035156,180.8000030517578,86.41999816894531,45.119998931884766,332.9100036621094,132.19000244140625,12.979999542236328,156.35000610351562,146.2899932861328,28.850000381469727,516.3900146484375,21.860000610351562,300.9100036621094,486.9599914550781,39.849998474121094,61.33000183105469,62.91999816894531,4624.6201171875,180.89999389648438,219.85000610351562,,465.8500061035156,64.87000274658203,375.5299987792969,92.12000274658203,18.389999389648438,108.2300033569336,134.9499969482422,86.16000366210938,76.30000305175781,330.2200012207031,28.25,235.0500030517578,87.3499984741211,125.51000213623047,83.12000274658203,239.0500030517578,171.4199981689453,246.89999389648438,185.0500030517578,32.939998626708984,113.12999725341797,75.18000030517578,242.19000244140625,222.6199951171875,249.42999267578125,44.189998626708984,225.22999572753906,507.8800048828125,227.8000030517578,58.349998474121094,383.6300048828125,177.14999389648438,173.44000244140625,240.02999877929688,387.1499938964844,356.2099914550781,113.9000015258789,58.720001220703125,401.70001220703125,124.68000030517578,155.82000732421875,66.94999694824219,51.90999984741211,401.05999755859375,50.52000045776367,42.54999923706055,131.33999633789062,333.3699951171875,52.470001220703125,74.23999786376953,79.02999877929688,167.4199981689453,193.77000427246094,68.06999969482422,84.4800033569336,37.43000030517578,72.95999908447266,228.02000427246094,133.32000732421875,61.349998474121094,119.94999694824219,60.0,158.5,55.790000915527344,145.67999267578125,33.70399856567383
2021-03-06,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-07,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-08,2021-03-08,0,176.5,285.9200134277344,180.4199981689453,74.19000244140625,80.48999786376953,26.280000686645508,47.2400016784668,496.07000732421875,116.48999786376953,11.760000228881836,230.0,63.720001220703125,160.35000610351562,91.63999938964844,421.25,183.0399932861328,1241.1099853515625,224.02999877929688,44.65642547607422,24.329999923706055,141.82000732421875,257.6099853515625,46.349998474121094,37.060001373291016,146.77000427246094,26.690000534057617,80.94999694824219,119.68000030517578,155.13999938964844,150.10000610351562,70.16999816894531,45.869998931884766,80.83000183105469,91.80999755859375,107.0199966430664,187.75999450683594,1335.0,56.150001525878906,61.720001220703125,20.809999465942383,385.4800109863281,311.4200134277344,103.98999786376953,270.9700012207031,101.51000213623047,19.06999969482422,72.69000244140625,131.36000061035156,95.06999969482422,72.0,75.19999694824219,181.97999572753906,80.51000213623047,34.83000183105469,333.510009765625,143.02999877929688,106.16170501708984,90.22000122070312,352.05999755859375,173.13999938964844,280.07000732421875,132.05999755859375,74.58999633789062,339.1199951171875,56.27000045776367,96.4000015258789,167.89999389648438,84.16999816894531,255.30999755859375,86.95999908447266,315.8999938964844,188.24000549316406,144.52000427246094,121.5,283.6700134277344,40.02000045776367,42.33000183105469,172.72999572753906,109.19999694824219,166.2100067138672,172.69000244140625,294.80999755859375,116.87000274658203,203.3300018310547,122.5199966430664,16.610000610351562,189.2100067138672,191.10000610351562,207.6999969482422,119.32122039794922,197.50999450683594,187.8000030517578,228.3000030517578,186.60000610351562,118.25,159.38999938964844,151.0,157.39999389648438,133.14999389648438,50.20000076293945,88.12000274658203,43.02000045776367,341.45001220703125,49.709999084472656,14.300000190734863,60.54999923706055,84.30000305175781,134.22999572753906,54.849998474121094,68.375,187.27000427246094,183.77000427246094,85.13999938964844,46.900001525878906,302.04998779296875,123.47000122070312,12.380000114440918,159.1699981689453,145.55999755859375,29.309999465942383,493.3299865722656,22.040000915527344,305.6199951171875,464.04998779296875,41.630001068115234,62.59000015258789,66.37000274658203,4699.759765625,171.0,218.64999389648438,,472.8999938964844,65.22000122070312,366.2300109863281,93.19999694824219,18.75,109.27999877929688,138.42999267578125,86.36000061035156,78.25,328.3399963378906,28.309999465942383,238.64999389648438,88.47000122070312,118.8499984741211,83.33999633789062,226.08999633789062,162.89999389648438,251.0399932861328,179.4600067138672,32.4900016784668,120.37000274658203,75.61000061035156,242.82000732421875,226.66000366210938,246.7100067138672,45.61000061035156,229.3699951171875,511.1499938964844,218.49000549316406,59.61000061035156,381.7200012207031,172.64999389648438,161.1999969482422,236.0,390.1300048828125,344.8800048828125,104.19999694824219,59.709999084472656,400.3500061035156,127.05999755859375,161.0,63.47999954223633,52.119998931884766,398.2799987792969,54.060001373291016,43.45000076293945,134.5800018310547,345.7699890136719,54.04999923706055,83.66000366210938,80.55999755859375,169.10000610351562,188.85000610351562,68.86000061035156,86.33000183105469,38.66999816894531,74.68000030517578,225.22999572753906,133.74000549316406,61.959999084472656,112.08999633789062,61.900001525878906,156.5,57.619998931884766,145.14999389648438,33.43000030517578
2021-03-09,2021-03-09,1,173.0500030517578,296.79998779296875,183.05999755859375,74.72000122070312,80.5999984741211,27.530000686645508,46.619998931884766,515.8699951171875,114.44000244140625,11.75,231.5,63.38999938964844,162.9600067138672,89.33999633789062,443.6000061035156,182.27000427246094,1222.489990234375,230.61000061035156,44.066287994384766,23.950000762939453,141.97999572753906,259.0199890136719,46.06999969482422,37.119998931884766,151.0399932861328,27.579999923706055,85.37000274658203,127.30000305175781,154.47000122070312,145.36000061035156,70.52999877929688,44.060001373291016,80.41000366210938,93.61000061035156,105.45999908447266,185.63999938964844,1427.6099853515625,56.529998779296875,61.4900016784668,20.899999618530273,382.3800048828125,318.7799987792969,106.30999755859375,278.44000244140625,103.30000305175781,18.530000686645508,74.38999938964844,132.4199981689453,93.77999877929688,72.94000244140625,75.63999938964844,186.6999969482422,79.73999786376953,34.43000030517578,354.0799865722656,139.32000732421875,106.06808471679688,90.94999694824219,362.94000244140625,174.89999389648438,280.0199890136719,148.6999969482422,73.61000061035156,351.45001220703125,56.540000915527344,97.45999908447266,165.77000427246094,81.02999877929688,265.739990234375,87.5,312.489990234375,192.94000244140625,142.83999633789062,122.5,281.8999938964844,38.2400016784668,40.31999969482422,169.77000427246094,106.1500015258789,175.77000427246094,168.74000549316406,309.1400146484375,113.48999786376953,205.1699981689453,125.2300033569336,16.059999465942383,184.3300018310547,185.08999633789062,207.61000061035156,118.71892547607422,209.5399932861328,189.38999938964844,234.26666259765625,183.61000061035156,121.6500015258789,160.69000244140625,148.88999938964844,157.6999969482422,132.3300018310547,49.16999816894531,88.43000030517578,42.77000045776367,337.5,49.880001068115234,13.850000381469727,58.93000030517578,81.5999984741211,134.72999572753906,55.36000061035156,72.7300033569336,183.63999938964844,181.17999267578125,88.44000244140625,47.68000030517578,323.8599853515625,130.8699951171875,12.0,153.02999877929688,152.11000061035156,29.729999542236328,506.44000244140625,22.030000686645508,298.29998779296875,488.95001220703125,42.83000183105469,64.61000061035156,65.86000061035156,4702.08984375,183.82000732421875,223.82000732421875,,464.9200134277344,64.93000030517578,379.260009765625,94.55000305175781,18.059999465942383,115.6500015258789,140.0,87.06999969482422,77.58000183105469,336.510009765625,27.280000686645508,240.02999877929688,85.4000015258789,127.55000305175781,83.2300033569336,241.75999450683594,170.89999389648438,247.14999389648438,182.25999450683594,32.91999816894531,124.9800033569336,74.83000183105469,247.97000122070312,222.82000732421875,280.010009765625,45.779998779296875,235.34666442871094,508.260009765625,228.39999389648438,59.40999984741211,387.1700134277344,179.02999877929688,172.41000366210938,237.1699981689453,383.8900146484375,364.1099853515625,113.33999633789062,58.25,406.75,126.30999755859375,160.60000610351562,67.5199966430664,50.9900016784668,403.3500061035156,53.43000030517578,42.91999816894531,131.36000061035156,339.04998779296875,52.900001525878906,79.66000366210938,76.58000183105469,167.82000732421875,191.99000549316406,69.33000183105469,86.75,38.130001068115234,74.13999938964844,226.3800048828125,134.0,62.150001525878906,120.27999877929688,59.86000061035156,156.66000366210938,56.45000076293945,150.13999938964844,33.900001525878906
2021-03-10,2021-03-10,2,176.33999633789062,296.2799987792969,182.07000732421875,76.19000244140625,81.19999694824219,27.489999771118164,47.849998474121094,511.7900085449219,115.94999694824219,11.930000305175781,229.75,64.98999786376953,161.67999267578125,90.80999755859375,437.5899963378906,180.25,1256.0,245.33999633789062,44.26030731201172,24.3799991607666,142.3800048828125,263.989990234375,46.5099983215332,38.779998779296875,151.94000244140625,26.700000762939453,85.29000091552734,126.87999725341797,156.44000244140625,147.55999755859375,70.83000183105469,44.619998931884766,81.1500015258789,94.5199966430664,106.25,189.27999877929688,1416.6700439453125,57.09000015258789,61.59000015258789,21.31999969482422,382.95001220703125,323.8299865722656,108.66999816894531,276.5899963378906,103.05000305175781,19.190000534057617,76.0199966430664,131.77999877929688,98.38999938964844,73.20999908447266,76.69000244140625,187.5500030517578,82.08999633789062,35.779998779296875,357.92999267578125,142.08999633789062,107.4297866821289,90.79000091552734,356.3900146484375,172.5500030517578,285.25,152.42999267578125,75.11000061035156,353.239990234375,56.95000076293945,97.45999908447266,167.5800018310547,80.94000244140625,264.8999938964844,89.88999938964844,312.2900085449219,191.6999969482422,145.52000427246094,123.86000061035156,285.3699951171875,38.959999084472656,41.459999084472656,170.6999969482422,107.5199966430664,180.4600067138672,172.4199981689453,314.5,115.16000366210938,209.55999755859375,126.88999938964844,16.350000381469727,185.3699951171875,187.86000061035156,212.91000366210938,122.24665069580078,206.16000366210938,189.74000549316406,239.93666076660156,184.02999877929688,124.75,157.0,149.47000122070312,159.14999389648438,134.44000244140625,50.5,91.5999984741211,42.66999816894531,340.8399963378906,50.38999938964844,13.880000114440918,58.5099983215332,80.69000244140625,134.8300018310547,56.83000183105469,70.66000366210938,184.99000549316406,184.50999450683594,89.4000015258789,48.20000076293945,323.4100036621094,129.75,12.220000267028809,156.61000061035156,146.85000610351562,29.540000915527344,504.5400085449219,22.1299991607666,300.0,474.0,40.7400016784668,66.66000366210938,67.45999908447266,4776.41015625,180.42999267578125,225.92999267578125,,473.8999938964844,66.25,377.739990234375,94.69999694824219,18.469999313354492,123.33999633789062,140.8300018310547,86.76000213623047,78.45999908447266,343.20001220703125,27.459999084472656,239.83999633789062,88.44000244140625,130.99000549316406,85.48999786376953,242.07000732421875,165.3699951171875,250.22000122070312,185.38999938964844,33.27000045776367,121.56999969482422,76.55999755859375,249.83999633789062,228.13999938964844,279.6700134277344,46.849998474121094,235.36666870117188,529.1300048828125,228.83999633789062,59.779998779296875,389.5799865722656,179.99000549316406,167.66000366210938,240.0800018310547,390.19000244140625,363.760009765625,108.91000366210938,58.79999923706055,418.6199951171875,127.41000366210938,167.49000549316406,64.83000183105469,52.75,400.82000732421875,53.91999816894531,43.34000015258789,133.58999633789062,343.1400146484375,53.779998779296875,82.88999938964844,81.37000274658203,171.33999633789062,190.10000610351562,66.58000183105469,87.22000122070312,39.58000183105469,76.0,224.22999572753906,134.83999633789062,62.18000030517578,118.73999786376953,62.060001373291016,160.38999938964844,57.63999938964844,151.08999633789062,34.099998474121094
2021-03-11,2021-03-11,3,173.63999938964844,304.3699951171875,181.55999755859375,76.06999969482422,80.0,28.18000030517578,48.0099983215332,544.0,115.0,11.729999542236328,228.0,64.9800033569336,161.99000549316406,89.87999725341797,453.69000244140625,179.27999877929688,1261.9300537109375,252.0,45.14955520629883,24.15999984741211,144.49000549316406,260.9100036621094,46.40999984741211,39.22999954223633,155.74000549316406,27.469999313354492,88.05999755859375,130.1300048828125,159.99000549316406,147.0,71.08000183105469,44.630001068115234,81.5,94.52999877929688,104.73999786376953,186.8000030517578,1462.06005859375,56.7599983215332,61.88999938964844,21.290000915527344,379.6199951171875,328.6499938964844,110.31999969482422,285.0,106.26000213623047,19.299999237060547,77.54000091552734,135.2100067138672,100.75,72.43000030517578,76.88999938964844,189.6699981689453,83.30999755859375,35.90999984741211,358.3699951171875,141.0399932861328,107.14893341064453,90.69000244140625,366.7799987792969,170.72000122070312,291.6400146484375,165.33999633789062,75.30999755859375,366.0199890136719,56.7599983215332,99.04000091552734,171.0800018310547,84.04000091552734,273.8800048828125,89.44999694824219,312.739990234375,195.0800018310547,145.05999755859375,124.11000061035156,283.6700134277344,39.40999984741211,41.845001220703125,171.0,108.66999816894531,187.52999877929688,172.6699981689453,331.760009765625,113.56999969482422,209.86000061035156,127.72000122070312,16.31999969482422,185.22999572753906,189.91000366210938,212.5,121.54875946044922,214.38999938964844,189.3699951171875,244.0,186.22999572753906,125.05999755859375,159.2899932861328,148.66000366210938,159.13999938964844,132.5500030517578,50.209999084472656,90.98999786376953,42.58000183105469,339.7300109863281,49.9900016784668,13.600000381469727,58.470001220703125,80.54000091552734,136.5500030517578,57.04999923706055,74.1050033569336,185.77999877929688,184.57000732421875,89.3499984741211,47.79999923706055,337.6000061035156,140.47000122070312,12.510000228881836,155.57000732421875,155.35000610351562,30.260000228881836,523.0599975585938,22.200000762939453,299.4100036621094,502.8699951171875,42.540000915527344,67.9800033569336,67.83000183105469,4584.740234375,188.5,229.6699981689453,,474.3500061035156,67.30000305175781,389.8399963378906,95.16000366210938,18.290000915527344,130.97000122070312,139.9600067138672,86.62999725341797,76.77999877929688,346.8399963378906,27.209999084472656,238.61000061035156,87.7300033569336,135.83999633789062,87.41000366210938,253.8300018310547,174.9499969482422,249.4199981689453,186.7100067138672,33.25,120.87000274658203,77.05000305175781,258.6300048828125,237.0500030517578,295.2300109863281,45.290000915527344,234.6666717529297,551.6300048828125,234.25999450683594,59.279998779296875,393.5299987792969,181.5500030517578,173.75,239.25999450683594,390.8599853515625,388.010009765625,113.86000061035156,58.90999984741211,414.7099914550781,125.98999786376953,170.22999572753906,68.45999908447266,53.220001220703125,411.8699951171875,54.060001373291016,43.599998474121094,132.92999267578125,347.5,53.349998474121094,86.27999877929688,82.4800033569336,171.92999267578125,192.02000427246094,68.69000244140625,86.86000061035156,38.880001068115234,76.0,222.2100067138672,137.9199981689453,61.86000061035156,126.08999633789062,62.27000045776367,160.3000030517578,57.4900016784668,152.36000061035156,34.439998626708984
2021-03-12,2021-03-12,4,179.5800018310547,303.54998779296875,182.77000427246094,77.30000305175781,81.04000091552734,28.450000762939453,48.439998626708984,536.4400024414062,117.29000091552734,11.770000457763672,228.0,64.37999725341797,163.5,91.41999816894531,451.1700134277344,180.7899932861328,1285.52001953125,269.19000244140625,49.15925598144531,24.3700008392334,144.05999755859375,260.0199890136719,46.81999969482422,39.59000015258789,158.67999267578125,28.459999084472656,87.1500015258789,125.73999786376953,160.05999755859375,148.0,71.26000213623047,45.47999954223633,82.9000015258789,95.91999816894531,107.61000061035156,188.99000549316406,1453.239990234375,57.540000915527344,62.900001525878906,21.969999313354492,376.3900146484375,331.1400146484375,109.94999694824219,286.7900085449219,105.76000213623047,18.799999237060547,77.7699966430664,133.47999572753906,100.62000274658203,73.54000091552734,77.05999755859375,191.9600067138672,80.69000244140625,37.27000045776367,361.1099853515625,145.41000366210938,108.39148712158203,91.4000015258789,357.7300109863281,170.52999877929688,289.2099914550781,164.7100067138672,75.0,364.1499938964844,57.68000030517578,100.44000244140625,174.58999633789062,82.01000213623047,268.3999938964844,89.54000091552734,310.8999938964844,196.17999267578125,146.2899932861328,124.12999725341797,283.8599853515625,40.0,42.779998779296875,174.16000366210938,110.37000274658203,188.35000610351562,176.2899932861328,329.29998779296875,114.58999633789062,215.05999755859375,127.45999908447266,16.700000762939453,189.42999267578125,195.08999633789062,214.3800048828125,121.99808502197266,210.80999755859375,186.80999755859375,244.663330078125,186.82000732421875,126.45999908447266,162.8300018310547,150.69000244140625,159.60000610351562,133.47000122070312,51.56999969482422,87.91000366210938,42.9900016784668,340.19000244140625,51.119998931884766,14.029999732971191,61.029998779296875,80.72000122070312,141.77999877929688,56.84000015258789,73.7249984741211,189.0399932861328,184.9199981689453,88.94000244140625,48.650001525878906,331.0,136.99000549316406,12.199999809265137,157.55999755859375,153.3800048828125,30.729999542236328,518.02001953125,22.549999237060547,301.7900085449219,489.2200012207031,41.5,67.55999755859375,69.76000213623047,4538.830078125,183.47000122070312,233.80999755859375,,482.6400146484375,66.0,384.29998779296875,95.25,18.450000762939453,130.47000122070312,137.22000122070312,87.72000122070312,78.33000183105469,342.44000244140625,27.709999084472656,243.0500030517578,88.66000366210938,132.19000244140625,88.63999938964844,250.35000610351562,172.58999633789062,252.82000732421875,185.1199951171875,33.040000915527344,122.62000274658203,78.5199966430664,261.0199890136719,241.6300048828125,291.4800109863281,46.119998931884766,236.0433349609375,548.5700073242188,229.4499969482422,59.84000015258789,394.05999755859375,184.0500030517578,172.30999755859375,240.75999450683594,395.0400085449219,385.1199951171875,112.83000183105469,59.91999816894531,423.5,127.12000274658203,171.0,68.0999984741211,55.060001373291016,411.82000732421875,56.290000915527344,45.150001525878906,137.5399932861328,318.1499938964844,54.63999938964844,94.94000244140625,82.41999816894531,171.94000244140625,188.10000610351562,68.47000122070312,88.48999786376953,39.970001220703125,76.5999984741211,222.75999450683594,137.0500030517578,62.08000183105469,125.44999694824219,62.880001068115234,163.16000366210938,59.060001373291016,152.57000732421875,34.45000076293945
2021-03-13,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-14,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
